policy_id,policy_name,condition_id,condition_name,condition_query,condition_enabled
142077,Erik Prod Test Policy,13220500,Erik Test NRQL Facet,SELECT count(*) FROM Transaction WHERE appName = 'Notification Content Service - Staging' FACET host.displayName,False
142077,Erik Prod Test Policy,811673,Erik Test NRQL,SELECT count(*) from AlertingNotifications,False
144723,Polina Vorozheykina's policy,10197282,TSBS Rebalancing,SELECT count(*) FROM AlertsKafkaPartitionRebalance WHERE `application.name` = 'time-series-buffer-service' and environment = 'production' and `rebalance.type` = 'ASSIGNED',True
148380,Amy Boyle's SED policy,15356085,Testing query registration for help channel,"SELECT filter(uniqueCount(`DB Name`), where `DB State` = 'ONLINE') from SQLServerDBStatus where label.role ='MSSQL' facet hostname, `DB Name`",True
148380,Amy Boyle's SED policy,644025,SED Dark Lag,SELECT max(offsetsLag) from ConsumerLag WHERE group = 'streaming_event_decorator' and topic = 'edge_analytic_event_data' and cluster = 'prod',False
184968,Darin Wright's Policy,10948409,Test 5K facet limit,SELECT count(*) FROM Transaction FACET host,False
184968,Darin Wright's Policy,822616,Darin's Host Facet Condition,SELECT count(*) FROM Transaction WHERE appName = 'Time Series Buffer Service - Production' FACET host,False
184968,Darin Wright's Policy,819650,Darin's Test Facet Condition,"SELECT count(*) FROM Transaction WHERE appName IN ('Metric Hydration Service - Production', 'Metric Timeslice Aggregation Service - Production', 'Data Point Synthesizer Service - Production') FACET appName",False
205700,Shane Overload Protection Policy,964763,Overload Protection Detection,SELECT count(*) from overloadRejection  ,False
217657,NR Product JS Error Alerting policy,1079275,NRQL query (baseline),"SELECT count(*) FROM JavaScriptError WHERE appName = 'browser-js-errors-v3-production' and errorClass not in ('Error') facet errorClass, errorClass",False
229166,Team: Connectivity: Production Lag 9-5,2924181,Prod Provision Resource Lag,SELECT max(offsetsLag) from ConsumerLag where topic = 'provisioned_resource_actions' and group = 'provisioned_resource_consumer',False
229166,Team: Connectivity: Production Lag 9-5,1589552,interim-thirdparty-indexer (production) - Kafka Lag,SELECT max(offsetsLag) FROM KafkaConsumerLag WHERE group = 'interim_thirdparty_indexer' AND topic = 'trace_events',False
229166,Team: Connectivity: Production Lag 9-5,1589435,external-span-data-consumer (production) - Kafka Lag,SELECT max(offsetsLag) FROM KafkaConsumerLag WHERE group = 'external_span_data_consumer' AND topic = 'raw_external_span_data',False
229166,Team: Connectivity: Production Lag 9-5,1589433,trace-indexer (production) - Kafka lag,SELECT max(offsetsLag) FROM KafkaConsumerLag WHERE group = 'trace_indexer' AND topic = 'trace_events',False
229166,Team: Connectivity: Production Lag 9-5,1589425,trace-index-consumer (production) - Kafka Lag,SELECT max(offsetsLag) FROM KafkaConsumerLag WHERE group = 'trace_index_consumer' AND topic = 'trace_event_batches',False
273592,Private Location Health - Minions in Paris,4678156,queueing time is too high,"SELECT percentile(`nr.externalQueueDuration`, 95) / 1000 from SyntheticCheck where location = '1-minions_in_paris-84E'",False
273592,Private Location Health - Minions in Paris,4672224,less minions are reporting than expected,SELECT uniqueCount(minionId) from SyntheticsPrivateMinion where minionLocation = '1-minions_in_paris-84E',False
274364,Private Location Health - Acme OKC DC,4820522,queueing time is too high,"SELECT percentile(`nr.externalQueueDuration`, 95) / 1000 FROM SyntheticCheck WHERE location = '1-acme_okc_dc-309'",False
274364,Private Location Health - Acme OKC DC,4818662,less minions are reporting than expected,SELECT uniqueCount(minionId) FROM SyntheticsPrivateMinion WHERE minionLocation = '1-acme_okc_dc-309',False
278815,Team: Alerts - Notification Programmatic SLI,5326397,99% of notifications within 5 minutes,"SELECT percentage( COUNT(*), WHERE reportedAtLatencySeconds < 600) FROM AlertsNotificationLatency WHERE appName = 'Alert Service - Production'",True
286624,Synthetics Minion Low Priority,33859723,Production Scheduler-Director External Queue Duration and Loss of Signal,SELECT average(externalQueueDuration) / 1e3 FROM Synthetics WHERE jobType != 'SIMPLE' AND isPrivateLocation is false AND scriptLanguage IS NULL and location NOT LIKE 'AWS_EU%' FACET location ,False
286624,Synthetics Minion Low Priority,16030587,InsightVM Deployments exceeding limit,From SyntheticsMinion select uniqueCount(minionId) where minionInsightVMAgentInstalled is true FACET minionLocation,True
286624,Synthetics Minion Low Priority,15767507,Pretending Minion (Production),SELECT uniqueCount(minionId) FROM SyntheticsMinion WHERE minionLocationIsPrivate is false AND minionPhysicalLocation != minionMonitorsLocation FACET minionPhysicalLocation,True
286624,Synthetics Minion Low Priority,11397088,Production Faulty Minions,FROM SyntheticsMinionHost SELECT uniqueCount(minionId) WHERE minionEnvironment = 'production' AND minionStatus = 'FAULTY',True
286624,Synthetics Minion Low Priority,10593097,% of failures - baseline,"FROM Synthetics SELECT percentage(uniqueCount(jobId), WHERE jobStatus in ('FAILED', 'SOFT_FAILED')) WHERE isPrivateLocation is false",True
286624,Synthetics Minion Low Priority,10316596,Gru Production - Sleepy Minion Pool Size,SELECT uniqueCount(minionId) FROM SyntheticsMinionHost WHERE minionStatus = 'STOPPED' FACET minionLocation,True
286624,Synthetics Minion Low Priority,10065834,Private Minions Jobs Throughput (baseline),SELECT count(jobId) from Synthetics WHERE privateLocation is true ,True
286624,Synthetics Minion Low Priority,6255086,PrivateLocationStatus account processing timer,SELECT average(mean) / 1000 as 'Account Processing Timer (seconds)' FROM SyntheticsMetrics WHERE metricName LIKE 'PrivateLocationStatusPublishService.accountProcessingTimer',True
320002,Aaron Bento's Demo Policy,9379380,AlertsLifecyclePipelineStageEvents Baseline,SELECT count(*) from AlertsLifecyclePipelineStageEvents where status = 'success',False
322354,Team: Alerts Migration,9204993,Dead Tuples Exceed 5% of live tuples,SELECT (max(n_dead_tup)/max(n_live_tup))*100 FROM AlertsTracer WHERE query_name = 'TableStatsQuery' AND environment = 'production' AND relname = 'violations',True
337380,nvaller - Testing,9827735,ncv_nrql_query,SELECT COUNT(*) from PageView,False
337380,nvaller - Testing,9827041,ncv_nrql_query,SELECT COUNT(*) from PageView,False
342086,Recommended Alerts - Cloud,10912145,AWS Service Limits - 100% reached,"SELECT count(*) as 'Limit violations' FROM TrustedAdvisorSample WHERE status = 'Red' and isSuppressed is false FACET service, limitName, awsRegion",True
342086,Recommended Alerts - Cloud,10912144,AWS Service Limits - 80% reached,"SELECT count(*) as 'Limit violations' FROM TrustedAdvisorSample WHERE status = 'Yellow' and isSuppressed is false FACET service, limitName, awsRegion",True
342086,Recommended Alerts - Cloud,10607812,AWS Instrumented Lambda - Time consumption,SELECT max(duration * 100 / numeric(`provider.timeout`)) as 'Time comsumption' FROM AwsLambdaInvocation FACET displayName,True
342086,Recommended Alerts - Cloud,10607809,AWS Instrumented Lambda - Error rate,"SELECT percentage(count(*), WHERE error IS TRUE) as 'Error rate' FROM AwsLambdaInvocation FACET displayName",True
352438,Team: Alerts Interfaces - Nr Audit Failures,9997799,Nr Audit Insertion (Customer Account),SELECT count(*) FROM AlertsAuditEventsInsertion,False
352551,Toby test 1,37228059,Toby test 5,"SELECT rate(count(*), 1 minute) as 'Total Inferences' FROM OpenAICompletion WHERE entity.guid IN ('MXxNTE9QU3xMTE1fQVBQTElDQVRJT058LTMyNDE2NjA1MzcyNTkxNzgwNzU') FACET entity.name",True
352551,Toby test 1,37200068,Fristopher's fake condition,"SELECT rate(count(*), 1 minute) as 'Total Inferences' FROM OpenAICompletion WHERE entity.guid IN ('MXxNTE9QU3xMTE1fQVBQTElDQVRJT058LTMyNDE2NjA1MzcyNTkxNzgwNzU') FACET entity.name",True
358783,testtom,16188262,test,SELECT count(*) from Transaction,True
374243,Bryan White Test Policy,11046947,baselines test,SELECT duration from Transaction where appName = 'Alerting UI - Staging',False
377841,Prod data point consolidator ,10152988,Dim Metrics: Consolidator: Edge Synthetic heartbeat,"SELECT rate(count(*), 1 minute) FROM NrIntegrationError where newRelicFeature = 'Metric API' and message = 'Input JSON is an empty array. At least one metric must be specified.'",True
411832,unified-usage-ui displays complete data,10348898,Incomplete data received from NRDB,SELECT COUNT(*) from JavaScriptError where appId = '6555616' and errorClass = 'IncompleteQueryResultError',True
414888,Usage Stamper Test,10379545,Off-Peak EU Test,SELECT max(offsetsLag) FROM KafkaConsumerLag WHERE topic = 'aggregated_daily_usage' and group = 'usage_stamper_eu_production' and hourOf(timestamp) NOT IN ('0:00'),False
414888,Usage Stamper Test,10379543,Peak EU Test,SELECT max(offsetsLag) FROM KafkaConsumerLag WHERE topic = 'aggregated_daily_usage' and group = 'usage_stamper_eu_production' and hourOf(timestamp) IN ('0:00'),False
414888,Usage Stamper Test,10365059,Peak Production Test,SELECT max(offsetsLag) FROM KafkaConsumerLag WHERE topic = 'aggregated_daily_usage' and group = 'usage_stamper_production' and hourOf(timestamp) IN ('0:00'),False
414888,Usage Stamper Test,10365057,Off-Peak Production Test,SELECT max(offsetsLag) FROM KafkaConsumerLag WHERE topic = 'aggregated_daily_usage' and group = 'usage_stamper_production' and hourOf(timestamp) NOT IN ('0:00'),False
421210,legacy-account-service (Production - non paging),10400801,CF CPU High,SELECT average(cpu_usage_core_count) as 'CPUs' FROM cf_docker_container_cpu WHERE service_name = 'legacy-account-service' AND environment = 'production',True
421210,legacy-account-service (Production - non paging),10400799,CF OOM events,SELECT count(*) FROM cf_docker_event WHERE action = 'oom' AND service_name = 'legacy-account-service' AND environment = 'production',True
422958,Alerts NRQL Event Flow,10413405,Baseline NRQL Result Event Count Anomaly,"SELECT rate(sum(event_count), 1 minute) from NrqlConditionMapperMessage WHERE environment = 'production'",False
440503,jm test,10518697,jon test thing,SELECT count(*) from TransactionError,False
444684,CDEX SLI: infra-entity-indexer/timely ingest [production],10549018,infra-entity-indexer ingests entries in a timely manner,SELECT max(secondsLag) from KafkaConsumerLag WHERE group = 'infra-entity-indexer' AND cluster='production',True
444685,CDEX SLI: infra-entity-registry/timely ingest [production],10549019,infra-entity-registry ingests entries in a timely manner,SELECT max(secondsLag) from KafkaConsumerLag WHERE group = 'infra-entity-registry' AND cluster='production',True
444686,CDEX SLI: lambda_event_decorator/timely ingest [production],10549020,lambda_event_decorator ingests entries in a timely manner,SELECT max(secondsLag) from KafkaConsumerLag WHERE group = 'lambda_event_decorator' AND cluster='production',True
444689,CDEX SLI: infra-entity-indexer/timely ingest [eu-production],10549023,infra-entity-indexer ingests entries in a timely manner,SELECT max(secondsLag) from KafkaConsumerLag WHERE group = 'infra-entity-indexer' AND cluster='eu-production',True
444690,CDEX SLI: infra-entity-registry/timely ingest [eu-production],10549024,infra-entity-registry ingests entries in a timely manner,SELECT max(secondsLag) from KafkaConsumerLag WHERE group = 'infra-entity-registry' AND cluster='eu-production',True
444691,CDEX SLI: lambda_event_decorator/timely ingest [eu-production],10549025,lambda_event_decorator ingests entries in a timely manner,SELECT max(secondsLag) from KafkaConsumerLag WHERE group = 'lambda_event_decorator' AND cluster='eu-production',True
450720,"SLI - Timeslice Writes (Timeout Rate, US)",13878359,minute-timeslice-writer (production) Timeout Rate (US),SELECT SUM(timeout_rate) / SUM(write_rate) FROM AccountTimesliceStats where appName = 'minute-timeslice-writer (production)',True
450720,"SLI - Timeslice Writes (Timeout Rate, US)",13878358,hour-timeslice-writer (production) Timeout Rate (US),SELECT SUM(timeout_rate) / SUM(write_rate) FROM AccountTimesliceStats where appName = 'hour-timeslice-writer (production)',True
458683,jeffrey sundin's test policy,10997800,sundin test,"SELECT filter(count(*), WHERE entityGuid = 'MXxBUE18QVBQTElDQVRJT058MjY5MTQ2MjIx') FROM Transaction",False
459718,TestPolicy050419,10637174,Test baseline,SELECT count(transactionId) from Transaction,True
477119,NetEng - Transit Capacity,10727437,Inbound Traffic - 60Gbps,"SELECT rate(sum(octetDeltaCount * 64000), 1 second) as 'bps' FROM ipfix WHERE agent IN ('162.247.240.2', '162.247.240.3', '162.247.240.4', '162.247.240.8') AND ((agent = '162.247.240.3' AND ingressInterface = 657) OR (agent = '162.247.240.2' AND ingressInterface = 668) OR (agent = '162.247.240.2' AND ingressInterface = 580) OR (agent = '162.247.240.3' AND ingressInterface = 579) OR (agent = '162.247.240.2' AND ingressInterface = 667) OR (agent = '162.247.240.3' AND ingressInterface = 656) OR (agent = '162.247.240.4' AND ingressInterface = 552) OR (agent = '162.247.240.4' AND ingressInterface = 550) OR (agent = '162.247.240.8' AND ingressInterface = 624) OR (agent = '162.247.240.2' AND ingressInterface = 676) OR (agent = '162.247.240.3' AND ingressInterface = 663) OR (agent = '162.247.240.2' AND ingressInterface = 685) OR (agent = '162.247.240.3' AND ingressInterface = 676) OR (agent = '162.247.240.8' AND ingressInterface = 634))",False
478604,Eu-production nrdb-ingest-internal - partitioned_event_batches,10735327,Missing Lag Events,SELECT count(*) FROM KafkaConsumerLag WHERE group = 'dirac_batch_insert' AND cluster = 'eu-production' and topic = 'partitioned_event_batches',False
